71;;;Abhijnati;;become Wise;0;1;Sanskrit;MW;;;
72;Abhijval ;;Abhijval ;;to Blaze forth, Illuminate;0;1;Sanskrit;MW;;;
73;Abhijya;अभीज्य;;;a God;0;1;Sanskrit;MW;;;
74;Abhika;अभीक;Abhika;अभीक;a Lover;0;1;Sanskrit;MW;;**;
75;Abhikam;अभिकाम;Abhikam;अभिकाम;to Desire, to Love;0;1;Sanskrit;MW;;;
76;Abhikāma;अभिकाम;Abhikāmā;;Loving, Affectionate;0;1;Sanskrit;MW;;;also: Abhikaama
77;Abhikar;;Abhikara;अभिकर;Performer;0;1;Sanskrit;MW;;;
78;Abhikarman;अभिकर्मन्;Abhikarman;अभिकर्मन्;Performing;0;1;Sanskrit;MW;;;
79;Abhikāsh;;Abhikāsh;;Illuminate;0;1;Sanskrit;MW;;;also: Abhikaash
80;;;Abhikhyā;अभिख्या;"Splendor; Beauty; a Gracious Look";0;1;Sanskrit;MW;;;also: Abhikhyaa
81;Abhīkshna;अभीक्ष्ण;Abhīkshna;अभीक्ष्ण;Perpetually;0;1;Sanskrit;MW;;;also: Abheekshna
82;Abhiksham;;Abhiksham;;to be Gracious;0;1;Sanskrit;MW;;;
83;Abhilāpa;अभिलाप;Abhilāpā;;Declaration;0;1;Sanskrit;MW;;;also: Abhilaapa / Abhilaapaa
84;Abhilash;अभिलाष;Abhilashā;;"Wish; Affection";0;1;Sanskrit;S;MW;**;
85;;;Abhilipsa;अभिलिप्सा;Desire to Obtain;0;1;Sanskrit;MW;;;
86;Abhilok;अभिमाद;Abhilok;अभिमाद;to Look at from a Height;0;1;Sanskrit;MW;;;
87;Abhimāda;अभिमाद;Abhimāda;अभिमाद;Intoxicated;0;1;Sanskrit;MW;;;also: Abhimaada
88;Abhiman;;Abhiman;;Longing, Desire;0;1;Sanskrit;MW;;;
89;Abhimāna;अभिमान;Abhimāna;अभिमान;Self-Importance, Pride;0;1;Sanskrit;SD;;;Add: 'Veet' or 'Mukta'
90;Abhimand;;Abhimand;;Enjoy;0;1;Sanskrit;MW;;;
91;Abhimarsha;अभिमर्श;Abhimarshā;;Touching, Contact;0;1;Sanskrit;MW;;;
92;Abhimata;अभिमत;Abhimata;अभिमत;Wished, Longed for;0;1;Sanskrit;MW;;;
93;Abhimukha;अभिमुखी;Abhimukha;अभिमुखी;Facing towards, Directed towards;0;1;Sanskrit;MW;;;
94;;;Abhimukhi;अभिमुखी;before becoming a Buddha;0;1;Sanskrit;SD;;;
95;Abhinabhas;अभिनभस्;Abhinabhas;अभिनभस्;Towards the Sky;0;1;Sanskrit;MW;;;
96;Abhinam;अभिन;Abhinam;अभिन;to Bow towards;0;1;Sanskrit;MW;;;
97;Abhinand;;Abhinanda;अभिनन्दा;Delight;0;1;Sanskrit;MW;;;
98;Abhinandan;अभिनन्दन;Abhinandana;अभिनन्दन;"Welcome, Joyous Greeting; Delight";0;1;Sanskrit;OD;MW;***;
99;Abhinandin;अभिनन्दिन्;Abhinandin;अभिनन्दिन्;Rejoicing;0;1;Sanskrit;MW;;;
100;;;Abhinandita;अभिनन्दित;"Delighted; made Happy";0;1;Sanskrit;MW;;;
101;Abhinash;;Abhinash;;to Attain, to Reach;0;1;Sanskrit;MW;;;
102;Abhinav;;;;Freshness, Newness;0;1;Sanskrit;OD;;**;
103;Abhinava;अभिनव;Abhinava;अभिनव;Fresh, New, very young;0;1;Sanskrit;MW;;;
104;Abhinaya;अभिनय;Abhinaya;अभिनय;Acting, Drama;0;1;Sanskrit;OD;MW;*;
105;Abhihita;अभिहित;Abhihita;अभिहित;Close Contact, Touched with;0;1;Sanskrit;MW;;;
106;;;Abhineeti;अभिनीति;Expressive Gesture;0;1;Sanskrit;MW;;;
107;Abhinihita;अभिनिहित;Abhinihita;अभिनिहित;Touched, close Contact;0;1;Sanskrit;MW;;;
108;Abhinirmi ;;Abhinirmi ;;to cause by a Miracle;0;1;Sanskrit;MW;;;
109;Abhinimita;अभिनिर्मित;Abhinimita;अभिनिर्मित;Made, Created;0;1;Sanskrit;MW;;;
110;Abhinivesh;;;;Lust for Life, one of the five afflictions of yoga;0;1;Sanskrit;OB;;;Add: 'Veet' or 'Mukta'
111;Abhinivesha;अभिनिवेश;;;Intentness, Dedication, Determination;0;1;Sanskrit;MW;;;
112;Abhinna;अभिन्न;Abhinna;अभिन्न;Whole, Undivided;0;1;Sanskrit;MW;;;
113;Abhipāla;अभिपाल;;;Protector;0;1;Sanskrit;MW;;;also: Abhipaala
114;Abhipad;;Abhipada;;to Approach ;0;1;Sanskrit;MW;;;
115;Abhīpada;अभीपद;;;one whose step is withour Fear;0;1;Sanskrit;MW;;;also: Abheepada
116;Abhipat;;Abhipat;;to Fly near;0;1;Sanskrit;MW;;;
117;;;Abhipatti;अभिपत्ति;Possession;0;1;Sanskrit;MW;;;
118;Abhipraya;अभिप्राय;;;Aim, Purpose;0;1;Sanskrit;MW;;;
119;Abhipreeta;अभिप्रीत;Abhipreeta;अभिप्रीत;Pleased;0;1;Sanskrit;MW;;;
120;;;Abhipreeti;अभिप्रीति;Pleasure;0;1;Sanskrit;MW;;;
121;Abhipreta;अभिप्रेत;Abhipreta;अभिप्रेत;to Whom one’s heart is Devoted;0;1;Sanskrit;MW;;;
122;;;Abhīpsa;अभीप्सु;"a tremendously intense Desire; the Inner Call of Life";0;1;Sanskrit;OD;MW;*;also: Abheepsa
123;Abhipsat;अभीप्सत्;Abhipsatī ;;Longing for, Desiring;0;1;Sanskrit;MW;;;
124;Abhipsin;;Abhipsin;;Longing for, Desiring;0;1;Sanskrit;MW;;;
125;Abhipsita;अभीप्सित;Abhipsita;अभीप्सित;Desired;0;1;Sanskrit;MW;;;
126;Abhīpsu;अभीप्सु;Abhīpsu;अभीप्सु;Longing for, Desiring;0;1;Sanskrit;MW;;;also: Abheepsu
127;Abhipūj;अभिपूज् ;Abhipūj;अभिपूज् ;to Honour;0;1;Sanskrit;MW;;;also: Abhipooj
128;Abhipūrna;अभिपूर्ण;Abhipūrna;अभिपूर्ण;Full of;0;1;Sanskrit;MW;;;also: Abhipooma
129;;;Abhipushpa;अभिपुष्प;Covered with Flowers, excellent flower;0;1;Sanskrit;MW;;;
130;Abhirajā;अभ्रजा;Abhirajā;अभ्रजा;Cloud-Born;0;1;Sanskrit;MW;;;also: Abhirajaa
131;Abhirāj;;Abhirāje;;Reigning everywhere;0;1;Sanskrit;MW;;;also: Abhiraaje
132;Abhirāj;;Abhirāji;;Shine, be Brilliant;0;1;Sanskrit;MW;;*;also: Abhiraaji
133;Abhirakta;अभिरक्त;Abhirakta;अभिरक्त;Devoted to;0;1;Sanskrit;MW;;;
134;Abhirāma;अभिराम;Abhirāmā;;Beautiful, Delightful, Delighted;0;1;Sanskrit;MW;;;also: Abhiraama / Abhiraamaa
135;Abhiramana;अभिरमण;Abhiramana;अभिरमण;Delighting in ;0;1;Sanskrit;MW;;;
136;;;Abhiramāta            ;अभिमत;Loveliness, Beauty;0;1;Sanskrit;MW;;;also: Abhiramaata            
137;Abhirambhita;अभिरम्भित;Abhirambhita;अभिरम्भित;Embraced;0;1;Sanskrit;MW;;;
138;Abhiranjita;अभिरञ्जित;Abhiranjita;अभिरञ्जित;Coloured;0;1;Sanskrit;MW;;;
139;Abhirata;अभिरत;Abhirata;अभिरत;Satisfied ;0;1;Sanskrit;MW;;;
140;;;Abhirati;;Delighted;0;1;Sanskrit;MW;;;
141;Abhiru;;Abhiru;;to Roar;0;1;Sanskrit;MW;;;
142;Abhiruch;;Abhiruch;;"Bright, Shine; Delighted";0;1;Sanskrit;MW;;;
143;;;Abhiruchi;अभिरुचि;Delighting in ;0;1;Sanskrit;MW;;;
144;Abhiruchira;अभिरुचिर;Abhiruchira;अभिरुचिर;very Bright;0;1;Sanskrit;MW;;;
145;Abhirūpa;अभिरूप;Abhirūpa;अभिरूप;Beautiful  ;0;1;Sanskrit;MW;;;also: Abhiroopa
146;Abhiruta;अभिरुत;Abhiruta;अभिरुत;Singing (like birds, filling the air);0;1;Sanskrit;MW;;;
147;Abhisamaya;;Abhisamaya;;the Moment of Awakening;0;1;Pali;PD;;;
148;Abhisampad;;Abhisampad;;to Change into, to Become;0;1;Sanskrit;MW;;;
149;Abhisandhi;अभिसंधि;Abhisandhi;अभिसंधि;Speaking one’s Intention;0;1;Sanskrit;MW;;;
150;Abhisar;;Abhisarā;;Companion;0;1;Sanskrit;MW;;;also (f): Abhisaraa
151;Abhisarana;अभिसरण;Abhisarana;अभिसरण;Meeting, Rendezvous (of Lovers);0;1;Sanskrit;MW;;;
152;Abhisarga ;;;;Creation;0;1;Sanskrit;MW;;;
153;Abhishek;;Abhisheka;अभिषेक;Initiation, Anointing with water;0;1;Sanskrit;MW;;**;
154;Abhishekya;अभिषेक्य;Abhishekya;अभिषेक्य;Worthy of Initiation;0;1;Sanskrit;MW;;;
155;Abhishocha;अभिशोच;Abhishocha;अभिशोच;Shining, Glowing;0;1;Sanskrit;MW;;;
156;Abhishta;अभीष्ट;Abhishtā;;a Lover;0;1;Sanskrit;MW;;;also (f): Abhishtaa
157;Abhishtan;अभिष्टन;Abhishtan;अभिष्टन;to Thunder, to Roar;0;1;Sanskrit;MW;;;
158;;;Abhishti;अभीष्टि;Wish;0;1;Sanskrit;MW;;;
159;Abhishtis;;;;Assistant, Protector;0;1;Sanskrit;MW;;;
160;Abhishuna;अभिशुन;Abhishuna;अभिशुन;Successful;0;1;Sanskrit;MW;;;
161;Abhisneha;अभिस्नेह;Abhisneha;अभिस्नेह;Desire, Affection;0;1;Sanskrit;MW;;;
162;Abhisri;;Abhisri;;to Flow towards;0;1;Sanskrit;MW;;;
163;;;Abhisvar;अभिस्वर्;Invocation;0;1;Sanskrit;MW;;;
164;;;Abhitah;अभितः;Everywhere, on all sides;0;1;Sanskrit;SD;;;
165;Abhitas;अभितस्;Abhitas;अभितस्;"in the Presence of; Near";0;1;Sanskrit;MW;;;
166;Abhitri;;Abhitri;;Approach, come near;0;1;Sanskrit;MW;;;
167;Abhivad;अभिवाद;;;to Speak or address with Respect;0;1;Sanskrit;MW;;;
168;Abhivāda;अभिवाद;;;Respectful Salutation;0;1;Sanskrit;MW;;;also: Abhivaada
169;Abhivādana;अभिवादन;Abhivādana;;Respectful Salutation;0;1;Sanskrit;MW;;;also: Abhivaadana
170;Abhivan;;Abhivan;;Longing for;0;1;Sanskrit;MW;;;
171;Abhivandan;;Abhivandana;अभिवन्दन;Saluting Respectfully;0;1;Sanskrit;MW;;;
172;Abhivarsha;अभिवर्ष;Abhivarsha;अभिवर्ष;Rain;0;1;Sanskrit;MW;;;
173;Abhivarta;अभीवर्त;;;Victorious;0;1;Sanskrit;MW;;;
174;Abhivayas;अभिवयस्;Abhivayas;अभिवयस्;very Youthful, Fresh;0;1;Sanskrit;MW;;;
175;Abhiveeta ;अभिवीत;Abhiveetā;;Desired;0;1;Sanskrit;MW;;;
176;Abhivi;;Abhivi;;to Urge, to impel;0;1;Sanskrit;MW;;;
177;Abhivibhā;;Abhivibhā;;to Illuminate;0;1;Sanskrit;MW;;;also: Abhivibhaa
178;Abhivikram;अभिविक्रम;;;with great Courage;0;1;Sanskrit;MW;;;
179;Abhiviksh;;Abhiviksh;;Perceive, Look at, Examine;0;1;Sanskrit;MW;;;
180;Abhivikshita;अभिवीक्षित;Abhivikshita;अभिवीक्षित;Perceived, Looked at, Seen, Examined;0;1;Sanskrit;MW;;;
181;Abhivinita;अभिविनीत;Abhivinita;अभिविनीत;well Disciplined;0;1;Sanskrit;MW;;;
182;Abhivinud;;Abhivinud;;cause to Rejoice, to make Happy;0;1;Sanskrit;MW;;;
183;Abhivipas;;Abhivipas;;Look, View;0;1;Sanskrit;MW;;;
184;Abhivirāj;;Abhivirāj;;to Shine, be Radiant;0;1;Sanskrit;MW;;;also: Abhiviraaj
185;Abhivirājita;अभिविराजित;Abhivirājita;अभिविराजित;very Bright, Brilliant;0;1;Sanskrit;MW;;;also: Abhiviraajita
186;Abhiviksh;;Abhiviksha;;Perceive, Look at, Examine;0;1;Sanskrit;MW;;;
187;Abhivikshita;अभिवीक्षित;Abhivikshita;अभिवीक्षित;Perceived, Looked at, Seen, Examined;0;1;Sanskrit;MW;;;
188;Abhivita;अभिवीत;Abhivitā;;Desired;0;1;Sanskrit;MW;;;
189;Abhivyan;;Abhivyan;;to fill with Breath;0;1;Sanskrit;MW;;;
190;Abhiyāchana;अभियाचन;Abhiyāchana;अभियाचन;Request;0;1;Sanskrit;MW;;;also: Abhiyaachana
191;Abhiyāna;अभियान;Abhiyāna;अभियान;"Adventure, Exploration; Approaching, Coming near";0;1;Sanskrit;OD;MW;*;
192;Abhiyoga;अभियोग;;;Energetic Effort;0;1;Sanskrit;MW;;;
193;Abhiyogin;अभियोगिन्;Abhiyogin;अभियोगिन्;Intent upon;0;1;Sanskrit;MW;;;
194;Abhiyukta;अभियुक्त;Abhiyukta;अभियुक्त;Intent upon;0;1;Sanskrit;MW;;;
195;Abhra;अभ्र;Abhra;अभ्र;Cloud, 'Water-bearer';0;1;Sanskrit;MW;;;
196;Abhraga;अभ्रग;Abhraga;अभ्रग;Bird, ‘Cloud-goer’;0;1;Sanskrit;MW;;;
197;Abhrajā;अभ्रजा;Abhrajā;अभ्रजा;Born from Clouds;0;1;Sanskrit;MW;;;also: Abhirajaa
198;Abhram;;Abhram;;Sky;0;1;Sanskrit;MW;;;
199;Abhrama;अभ्रम;Abhrama;अभ्रम;Steady;0;1;Sanskrit;MW;;;
200;Abhrānta;अभ्रान्त;Abhrānta;अभ्रान्त;Clear, not mistaken;0;1;Sanskrit;MW;;;also: Abhraanta
201;Abhras;;;;Wind;0;1;Sanskrit;MW;;;
202;;;Abhrati;;Delighted;0;1;Sanskrit;MW;;;
203;;;Abhrita;अभ्रित;covered with Clouds;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
204;Abhū;अभू;;;Unborn;0;1;Sanskrit;MW;;;also: Abhoo
205;;;Abhūti;अभूति;Non-Existence;0;1;Sanskrit;MW;;;
206;Abhyantara;अभ्यन्तर;Abhyantarā;;being Inside, Interior, Intimate;0;1;Sanskrit;MW;;;
207;Abhyāroha;अभ्यारोह;;;Ascending, ascending in Devotion;0;1;Sanskrit;MW;;;
208;Abhyāsa;अभ्यास;Abhyāsa;अभ्यास;Study;0;1;Sanskrit;SD;;;also: Abhyaasa
209;Abhyashika;आभ्याशिक;Abhyashika;आभ्याशिक;being Near to each other, Intimate;0;1;Sanskrit;MW;;;
210;Abhyāsin;अभ्यासिन्;Abhyāsin;अभ्यासिन्;Practicing;0;1;Sanskrit;MW;;;also: Abhyaasin
211;Abhyatma;;Abhyatma;;more Towards Oneself;0;1;Sanskrit;MW;;;
212;Abhyaya;अभ्यय;;;Setting (as the Sun);0;1;Sanskrit;MW;;;
213;Abhyeti;अभी;Abhyeti;अभी;to Approach, to Begin to, to Enter;0;1;Sanskrit;SD;;;
214;Abhyudaya;अभ्युदय;;;Sunrise or Moonrise, Prosperous;0;1;Sanskrit;MW;;;
215;Abhyudita;अभ्युदित;Abhyudita;अभ्युदित;Risen (as the Sun), Prosperous;0;1;Sanskrit;MW;;;
216;Abhyuditam;;Abhyuditam;;Sunrise or Moonrise;0;1;Sanskrit;MW;;;
217;Abibhīvas;अबिभीवस्;Abibhīvas;अबिभीवस्;Fearless, Confident;0;1;Sanskrit;MW;;;also: Abibheevas
218;Abja;अब्ज;Abja;अब्ज;Born in Water;0;1;Sanskrit;MW;;;
219;Abjada;अब्जाद;Abjada;अब्जाद;Swan, 'lotus-eater';0;1;Sanskrit;MW;;;
220;Abjam;;;;Lotus  ;0;1;Sanskrit;MW;;;
221;Abjas ;;;;the Moon;0;1;Sanskrit;MW;;;
222;Abjasaras;अब्जसरस्;Abjasaras;अब्जसरस्;Lotus Pond;0;1;Sanskrit;MW;;;
223;;;Abjini;अब्जिनी;Multitude of Lotuses;0;1;Sanskrit;MW;;;
224;Abodha                           ;अबोध;;;Innocence ;0;1;Sanskrit;OD;;*;Positive version of 'Ignorance'
225;Abodha                           ;अबोध;Abodha                           ;अबोध;Ignorance, unawareness, non-perception;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
226;Abruvat;अब्रुवत्;Abruvat;अब्रुवत्;Silent, not-speaking;0;1;Sanskrit;MW;;;
227;Abyakata;;Abyakata;;Unexplained;0;1;Pali;PD;;;
228;Achala;अचल;Achalā;;"Mountain, still, immovable, the Earth; name of Krishna";0;1;Sanskrit;MW;;;
229;;;Achalakīlā;अचलकीला;the Earth;0;1;Sanskrit;MW;;;also: Achalakeelaa
230;Achanda;अचण्ड;;;Gentle ;0;1;Sanskrit;MW;;;
231;Achāpalam;;;;Determination;0;1;Sanskrit;SD;;;also: Achaapalam
232;Acharam;;;;Non-Moving, Still;0;1;Sanskrit;SD;;;
233;Achcha ;अच्छ;Achcha ;अच्छ;Clear, transparent;0;1;Sanskrit;MW;;;
234;Achchaya;अच्छाय;Achchaya;अच्छाय;Shadowless;0;1;Sanskrit;MW;;;
235;Achchelal;;;;Good Man;0;1;Hindi;OB;;;
236;Achcheta;अच्छेत;Achcheta;अच्छेत;Approached;0;1;Sanskrit;MW;;;
237;Achchoda;अच्छोद;Achchodā;;Clear Water Lake or River;0;1;Sanskrit;MW;;;
238;;;Achchoktri;;Invitation;0;1;Sanskrit;MW;;;
239;Acheshta;अचेष्ट;Acheshta;अचेष्ट;Effortless;0;1;Sanskrit;MW;;;
240;;;Achintā;अचिन्ता;Thoughtlessness, non-anxiety;0;1;Sanskrit;OD;MW;*;
241;Achintya    ;अचिन्त्य;Achintya    ;अचिन्त्य;"Inconceivable; Unthinkable, surpassing Thought";0;1;Sanskrit;OD;MW;*;
242;Achira;अचिर;Achira;अचिर;Instantaneous;0;1;Sanskrit;MW;;;
243;Achirād;;;;Immediately, without delay;0;1;Sanskrit;SD;;;also: Achiraad
244;Achirena;;Achirena;;very Soon;0;1;Sanskrit;SD;;;
245;;;Achitra;आचित्र;Decorated with many Coloured Ornaments;0;1;Sanskrit;MW;;;
246;Achyuta;अच्युत;Achyuta;अच्युत;"Permanent; Solid;  Indestructible; name of Krishna";0;1;Sanskrit;SD;MW;*;
247;Adab;أدب;;;Etiquette, the art of being in the presence of a Master. Appropriate action;0;1;Arabic;OB;Onl;;(Sufi)
248;Adabha;अदभ;Adabha;अदभ;Benevolent;0;1;Sanskrit;MW;;;
249;Adabdha;अदब्ध;Adabdha;अदब्ध;"Pure; Unbroken";0;1;Sanskrit;MW;;;
250;Adabhra;अदभ्र;Adabhra;अदभ्र;Plentiful;0;1;Sanskrit;MW;;;
251;Adābhya;अदाभ्य;Adābhya;अदाभ्य;Trusty, free from deceit;0;1;Sanskrit;MW;;;
252;Adāman;अदामन्;Adāman;अदामन्;Unbound;0;1;Sanskrit;MW;;;
253;Adambha;अदम्भ;Adambha;अदम्भ;Straightforward, without deceit;0;1;Sanskrit;MW;;;
254;Adara                             ;अदर;Adara                             ;अदर;Much;0;1;Sanskrit;MW;;;
255;Adara;अडर;;;a Tree;0;1;Sanskrit;MW;;;
256;Adarsha;अदर्श;Adarsha;अदर्श;First day of New Moon, unseen but Existing ;0;1;Sanskrit;OD;MW;*;
257;Adārsha;आदर्श;;;a Mirror;0;1;Sanskrit;MW;;;also: Adaarsha
258;Adarshana;अदर्शन;Adarshana;अदर्शन;Disappearance;0;1;Sanskrit;MW;;;
259;Adāsa;अदास;Adāsī ;अदासी;Free Man, Free Woman, not a servant;0;1;Sanskrit;MW;;;also: Adaasa / Adaasee
260;Adasta;अदस्त;Adasta;अदस्त;Unexhausted;0;1;Sanskrit;MW;;;
261;Adati;अडति;Adati;अडति;to Endeavour;0;1;Sanskrit;MW;;;
262;Adbhuta;अद्भुत;Adbhuta;अद्भुत;"Supernatural; Wonderful; name of Krishna";0;1;Sanskrit;MW;;;
263;Adbhutam;अद्भुततम;Adbhutama;अद्भुततम;extraordinarily Wonderful, a Marvel ;0;1;Sanskrit;MW;;;
264;Addhā;अद्धा;Addhā;अद्धा;Truly, manifestly, certainly, in this way;0;1;Sanskrit;MW;;;
265;Addhāti;अद्धाति;Addhāti;अद्धाति;a Sage, a Wise person;0;1;Sanskrit;MW;;;
266;Adeena;अदीन;Adeena;अदीन;Noble-minded, not depressed;0;1;Sanskrit;MW;;;
267;Adeha                            ;अदेह;Adeha                            ;अदेह;"Beyond The Body; Bodiless, the God of Love";0;1;Sanskrit;OD;MW;*;
268;Adhar Manush;আঁধার মানুষ;;;Natural Man, Essential Man;1;1;Bengali;OB;;;(Baul)
